gene,bin,cds_start,cds_end,n_variants,pathogenic_count,pathogenic_rate,pathogenic_expected,pathogenic_enrichment,pathogenic_poisson_tail,vus_count,vus_rate,vus_expected,vus_enrichment,vus_poisson_tail,high_spliceai_count,high_spliceai_rate,high_spliceai_expected,high_spliceai_enrichment,high_spliceai_poisson_tail,pvs1_count,pvs1_rate,pvs1_expected,pvs1_enrichment,pvs1_poisson_tail,pm5_ptc_count,pm5_ptc_rate,pm5_ptc_expected,pm5_ptc_enrichment,pm5_ptc_poisson_tail,bs3_count,bs3_rate,bs3_expected,bs3_enrichment,bs3_poisson_tail,bp1_count,bp1_rate,bp1_expected,bp1_enrichment,bp1_poisson_tail,pp3_count,pp3_rate,pp3_expected,pp3_enrichment,pp3_poisson_tail
BRCA2,26,2137,2222,258,15,0.0581395,13.2454,1.13247,0.350135,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,15,0.0581395,12.6268,1.18795,0.287383,15,0.0581395,12.1601,1.23354,0.242655,0,0,13.7175,0,0.999999,243,0.94186,189.131,1.28483,9.63369e-05,0,0,5.75178,0,0.996823
BRCA2,27,2223,2307,255,15,0.0588235,13.0914,1.14579,0.334227,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,1,0.00392157,13.558,0.0737574,0.999999,239,0.937255,186.931,1.27854,0.000143155,0,0,5.6849,0,0.996603
BRCA2,28,2308,2393,258,16,0.0620155,13.2454,1.20797,0.258498,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,16,0.0620155,12.6268,1.26715,0.204369,16,0.0620155,12.1601,1.31577,0.167407,0,0,13.7175,0,0.999999,242,0.937984,189.131,1.27954,0.000125362,0,0,5.75178,0,0.996823
BRCA2,29,2394,2478,255,15,0.0588235,13.0914,1.14579,0.334227,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,0,0,13.558,0,0.999999,240,0.941176,186.931,1.28389,0.000110071,0,0,5.6849,0,0.996603
BRCA2,30,2479,2564,258,18,0.0697674,13.2454,1.35896,0.123532,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,18,0.0697674,12.6268,1.42554,0.0901977,18,0.0697674,12.1601,1.48025,0.0693096,1,0.00387597,13.7175,0.0728998,0.999999,240,0.930233,189.131,1.26896,0.000209824,0,0,5.75178,0,0.996823
BRCA2,31,2565,2649,255,13,0.0509804,13.0914,0.993021,0.546903,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,13,0.0509804,12.48,1.04167,0.478756,13,0.0509804,12.0187,1.08164,0.426178,1,0.00392157,13.558,0.0737574,0.999999,242,0.94902,186.931,1.29459,6.43149e-05,0,0,5.6849,0,0.996603
BRCA2,32,2650,2735,258,11,0.0426357,13.2454,0.830478,0.768791,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,11,0.0426357,12.6268,0.871164,0.714897,11,0.0426357,12.1601,0.904595,0.669332,0,0,13.7175,0,0.999999,247,0.957364,189.131,1.30598,3.23258e-05,0,0,5.75178,0,0.996823
BRCA2,33,2736,2820,255,12,0.0470588,13.0914,0.916635,0.656041,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,1,0.00392157,13.558,0.0737574,0.999999,243,0.952941,186.931,1.29994,4.88757e-05,0,0,5.6849,0,0.996603
BRCA2,34,2821,2906,258,14,0.0542636,13.2454,1.05697,0.453912,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,14,0.0542636,12.6268,1.10875,0.385999,14,0.0542636,12.1601,1.1513,0.335477,0,0,13.7175,0,0.999999,244,0.945736,189.131,1.29011,7.37463e-05,0,0,5.75178,0,0.996823
BRCA2,35,2907,2991,255,16,0.0627451,13.0914,1.22218,0.244532,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,16,0.0627451,12.48,1.28205,0.192352,16,0.0627451,12.0187,1.33125,0.156944,2,0.00784314,13.558,0.147515,0.999981,238,0.933333,186.931,1.27319,0.000185455,0,0,5.6849,0,0.996603
BRCA2,36,2992,3077,258,12,0.0465116,13.2454,0.905976,0.671257,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,12,0.0465116,12.6268,0.95036,0.607913,12,0.0465116,12.1601,0.986831,0.55659,1,0.00387597,13.7175,0.0728998,0.999999,246,0.953488,189.131,1.30069,4.27183e-05,0,0,5.75178,0,0.996823
BRCA2,37,3078,3162,255,14,0.054902,13.0914,1.06941,0.436999,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,14,0.054902,12.48,1.1218,0.369985,14,0.054902,12.0187,1.16485,0.320444,0,0,13.558,0,0.999999,241,0.945098,186.931,1.28924,8.43023e-05,0,0,5.6849,0,0.996603
BRCA2,38,3163,3248,258,12,0.0465116,13.2454,0.905976,0.671257,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,12,0.0465116,12.6268,0.95036,0.607913,12,0.0465116,12.1601,0.986831,0.55659,1,0.00387597,13.7175,0.0728998,0.999999,246,0.953488,189.131,1.30069,4.27183e-05,0,0,5.75178,0,0.996823
BRCA2,39,3249,3333,255,12,0.0470588,13.0914,0.916635,0.656041,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,0,0,13.558,0,0.999999,243,0.952941,186.931,1.29994,4.88757e-05,0,0,5.6849,0,0.996603
BRCA2,40,3334,3419,255,18,0.0705882,13.0914,1.37495,0.114628,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,18,0.0705882,12.48,1.44231,0.0832346,18,0.0705882,12.0187,1.49766,0.0636873,1,0.00392157,13.558,0.0737574,0.999999,236,0.92549,186.931,1.2625,0.000307591,0,0,5.6849,0,0.996603
BRCA2,41,3420,3504,258,10,0.0387597,13.2454,0.75498,0.849791,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,10,0.0387597,12.6268,0.791967,0.808099,10,0.0387597,12.1601,0.822359,0.771318,1,0.00387597,13.7175,0.0728998,0.999999,248,0.96124,189.131,1.31126,2.43681e-05,0,0,5.75178,0,0.996823
BRCA2,42,3505,3589,255,10,0.0392157,13.0914,0.763862,0.840138,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,10,0.0392157,12.48,0.801284,0.797032,10,0.0392157,12.0187,0.832034,0.759241,1,0.00392157,13.558,0.0737574,0.999999,245,0.960784,186.931,1.31064,2.78999e-05,0,0,5.6849,0,0.996603
BRCA2,43,3590,3675,258,11,0.0426357,13.2454,0.830478,0.768791,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,11,0.0426357,12.6268,0.871164,0.714897,11,0.0426357,12.1601,0.904595,0.669332,1,0.00387597,13.7175,0.0728998,0.999999,247,0.957364,189.131,1.30598,3.23258e-05,0,0,5.75178,0,0.996823
BRCA2,44,3676,3760,255,8,0.0313725,13.0914,0.61109,0.948489,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,8,0.0313725,12.48,0.641027,0.929465,8,0.0313725,12.0187,0.665627,0.911311,0,0,13.558,0,0.999999,247,0.968627,186.931,1.32134,1.56822e-05,0,0,5.6849,0,0.996603
BRCA2,45,3761,3846,258,11,0.0426357,13.2454,0.830478,0.768791,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,11,0.0426357,12.6268,0.871164,0.714897,11,0.0426357,12.1601,0.904595,0.669332,0,0,13.7175,0,0.999999,246,0.953488,189.131,1.30069,4.27183e-05,0,0,5.75178,0,0.996823
BRCA2,46,3847,3931,255,12,0.0470588,13.0914,0.916635,0.656041,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,0,0,13.558,0,0.999999,243,0.952941,186.931,1.29994,4.88757e-05,0,0,5.6849,0,0.996603
BRCA2,47,3932,4017,258,13,0.0503876,13.2454,0.981474,0.5636,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,13,0.0503876,12.6268,1.02956,0.49534,13,0.0503876,12.1601,1.06907,0.442343,1,0.00387597,13.7175,0.0728998,0.999999,245,0.949612,189.131,1.2954,5.62358e-05,0,0,5.75178,0,0.996823
BRCA2,48,4018,4102,255,12,0.0470588,13.0914,0.916635,0.656041,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,0,0,13.558,0,0.999999,242,0.94902,186.931,1.29459,6.43149e-05,0,0,5.6849,0,0.996603
BRCA2,49,4103,4188,258,17,0.0658915,13.2454,1.28347,0.182638,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,17,0.0658915,12.6268,1.34634,0.138857,17,0.0658915,12.1601,1.39801,0.110217,0,0,13.7175,0,0.999999,241,0.934109,189.131,1.27425,0.0001625,0,0,5.75178,0,0.996823
BRCA2,50,4189,4273,255,13,0.0509804,13.0914,0.993021,0.546903,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,13,0.0509804,12.48,1.04167,0.478756,13,0.0509804,12.0187,1.08164,0.426178,0,0,13.558,0,0.999999,241,0.945098,186.931,1.28924,8.43023e-05,0,0,5.6849,0,0.996603
BRCA2,51,4274,4359,258,9,0.0348837,13.2454,0.679482,0.910945,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,9,0.0348837,12.6268,0.71277,0.881911,9,0.0348837,12.1601,0.740123,0.855187,1,0.00387597,13.7175,0.0728998,0.999999,249,0.965116,189.131,1.31655,1.82994e-05,0,0,5.75178,0,0.996823
BRCA2,52,4360,4444,255,15,0.0588235,13.0914,1.14579,0.334227,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,1,0.00392157,13.558,0.0737574,0.999999,240,0.941176,186.931,1.28389,0.000110071,0,0,5.6849,0,0.996603
BRCA2,53,4445,4530,258,10,0.0387597,13.2454,0.75498,0.849791,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,10,0.0387597,12.6268,0.791967,0.808099,10,0.0387597,12.1601,0.822359,0.771318,0,0,13.7175,0,0.999999,248,0.96124,189.131,1.31126,2.43681e-05,0,0,5.75178,0,0.996823
BRCA2,54,4531,4615,255,11,0.0431373,13.0914,0.840249,0.756081,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,11,0.0431373,12.48,0.881413,0.701005,11,0.0431373,12.0187,0.915237,0.654732,3,0.0117647,13.558,0.221272,0.999862,243,0.952941,186.931,1.29994,4.88757e-05,0,0,5.6849,0,0.996603
BRCA2,55,4616,4701,258,12,0.0465116,13.2454,0.905976,0.671257,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,12,0.0465116,12.6268,0.95036,0.607913,12,0.0465116,12.1601,0.986831,0.55659,0,0,13.7175,0,0.999999,246,0.953488,189.131,1.30069,4.27183e-05,0,0,5.75178,0,0.996823
BRCA2,56,4702,4786,255,17,0.0666667,13.0914,1.29857,0.171143,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,17,0.0666667,12.48,1.36218,0.129428,17,0.0666667,12.0187,1.41446,0.102312,0,0,13.558,0,0.999999,238,0.933333,186.931,1.27319,0.000185455,0,0,5.6849,0,0.996603
BRCA2,57,4787,4872,258,11,0.0426357,13.2454,0.830478,0.768791,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,11,0.0426357,12.6268,0.871164,0.714897,11,0.0426357,12.1601,0.904595,0.669332,0,0,13.7175,0,0.999999,247,0.957364,189.131,1.30598,3.23258e-05,0,0,5.75178,0,0.996823
BRCA2,58,4873,4957,255,12,0.0470588,13.0914,0.916635,0.656041,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,1,0.00392157,13.558,0.0737574,0.999999,243,0.952941,186.931,1.29994,4.88757e-05,0,0,5.6849,0,0.996603
BRCA2,59,4958,5043,258,18,0.0697674,13.2454,1.35896,0.123532,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,18,0.0697674,12.6268,1.42554,0.0901977,18,0.0697674,12.1601,1.48025,0.0693096,0,0,13.7175,0,0.999999,240,0.930233,189.131,1.26896,0.000209824,0,0,5.75178,0,0.996823
BRCA2,60,5044,5128,255,16,0.0627451,13.0914,1.22218,0.244532,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,16,0.0627451,12.48,1.28205,0.192352,16,0.0627451,12.0187,1.33125,0.156944,2,0.00784314,13.558,0.147515,0.999981,239,0.937255,186.931,1.27854,0.000143155,0,0,5.6849,0,0.996603
BRCA2,61,5129,5213,255,16,0.0627451,13.0914,1.22218,0.244532,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,16,0.0627451,12.48,1.28205,0.192352,16,0.0627451,12.0187,1.33125,0.156944,2,0.00784314,13.558,0.147515,0.999981,238,0.933333,186.931,1.27319,0.000185455,0,0,5.6849,0,0.996603
BRCA2,62,5214,5299,258,20,0.0775194,13.2454,1.50996,0.0497183,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,20,0.0775194,12.6268,1.58393,0.0333793,20,0.0775194,12.1601,1.64472,0.0239868,0,0,13.7175,0,0.999999,238,0.922481,189.131,1.25839,0.000345764,0,0,5.75178,0,0.996823
BRCA2,63,5300,5384,255,8,0.0313725,13.0914,0.61109,0.948489,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,8,0.0313725,12.48,0.641027,0.929465,8,0.0313725,12.0187,0.665627,0.911311,2,0.00784314,13.558,0.147515,0.999981,247,0.968627,186.931,1.32134,1.56822e-05,0,0,5.6849,0,0.996603
BRCA2,64,5385,5470,258,12,0.0465116,13.2454,0.905976,0.671257,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,12,0.0465116,12.6268,0.95036,0.607913,12,0.0465116,12.1601,0.986831,0.55659,0,0,13.7175,0,0.999999,246,0.953488,189.131,1.30069,4.27183e-05,0,0,5.75178,0,0.996823
BRCA2,65,5471,5555,255,4,0.0156863,13.0914,0.305545,0.999023,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,4,0.0156863,12.48,0.320514,0.998421,4,0.0156863,12.0187,0.332814,0.997741,0,0,13.558,0,0.999999,251,0.984314,186.931,1.34274,4.73192e-06,0,0,5.6849,0,0.996603
BRCA2,66,5556,5641,258,12,0.0465116,13.2454,0.905976,0.671257,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,12,0.0465116,12.6268,0.95036,0.607913,12,0.0465116,12.1601,0.986831,0.55659,2,0.00775194,13.7175,0.1458,0.999984,246,0.953488,189.131,1.30069,4.27183e-05,0,0,5.75178,0,0.996823
BRCA2,67,5642,5726,255,14,0.054902,13.0914,1.06941,0.436999,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,14,0.054902,12.48,1.1218,0.369985,14,0.054902,12.0187,1.16485,0.320444,1,0.00392157,13.558,0.0737574,0.999999,241,0.945098,186.931,1.28924,8.43023e-05,0,0,5.6849,0,0.996603
BRCA2,68,5727,5812,258,13,0.0503876,13.2454,0.981474,0.5636,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,13,0.0503876,12.6268,1.02956,0.49534,13,0.0503876,12.1601,1.06907,0.442343,1,0.00387597,13.7175,0.0728998,0.999999,244,0.945736,189.131,1.29011,7.37463e-05,0,0,5.75178,0,0.996823
BRCA2,69,5813,5897,255,15,0.0588235,13.0914,1.14579,0.334227,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,1,0.00392157,13.558,0.0737574,0.999999,240,0.941176,186.931,1.28389,0.000110071,0,0,5.6849,0,0.996603
BRCA2,70,5898,5983,258,16,0.0620155,13.2454,1.20797,0.258498,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,16,0.0620155,12.6268,1.26715,0.204369,16,0.0620155,12.1601,1.31577,0.167407,2,0.00775194,13.7175,0.1458,0.999984,242,0.937984,189.131,1.27954,0.000125362,0,0,5.75178,0,0.996823
BRCA2,71,5984,6068,255,12,0.0470588,13.0914,0.916635,0.656041,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,1,0.00392157,13.558,0.0737574,0.999999,243,0.952941,186.931,1.29994,4.88757e-05,0,0,5.6849,0,0.996603
BRCA2,72,6069,6154,258,15,0.0581395,13.2454,1.13247,0.350135,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,15,0.0581395,12.6268,1.18795,0.287383,15,0.0581395,12.1601,1.23354,0.242655,1,0.00387597,13.7175,0.0728998,0.999999,242,0.937984,189.131,1.27954,0.000125362,0,0,5.75178,0,0.996823
BRCA2,73,6155,6239,255,14,0.054902,13.0914,1.06941,0.436999,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,14,0.054902,12.48,1.1218,0.369985,14,0.054902,12.0187,1.16485,0.320444,4,0.0156863,13.558,0.29503,0.999325,241,0.945098,186.931,1.28924,8.43023e-05,0,0,5.6849,0,0.996603
BRCA2,74,6240,6325,258,15,0.0581395,13.2454,1.13247,0.350135,0,0,44.2453,0,1,0,0,6.53858,0,0.998553,15,0.0581395,12.6268,1.18795,0.287383,15,0.0581395,12.1601,1.23354,0.242655,2,0.00775194,13.7175,0.1458,0.999984,243,0.94186,189.131,1.28483,9.63369e-05,0,0,5.75178,0,0.996823
BRCA2,75,6326,6410,255,19,0.0745098,13.0914,1.45134,0.0735243,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,19,0.0745098,12.48,1.52244,0.0512073,19,0.0745098,12.0187,1.58086,0.0378975,0,0,13.558,0,0.999999,235,0.921569,186.931,1.25715,0.000393795,0,0,5.6849,0,0.996603
BRCA2,76,6411,6496,258,14,0.0542636,13.2454,1.05697,0.453912,5,0.0193798,44.2453,0.113006,1,3,0.0116279,6.53858,0.458815,0.958173,14,0.0542636,12.6268,1.10875,0.385999,14,0.0542636,12.1601,1.1513,0.335477,2,0.00775194,13.7175,0.1458,0.999984,239,0.926357,189.131,1.26368,0.000269877,3,0.0116279,5.75178,0.521577,0.925995
BRCA2,77,6497,6581,255,17,0.0666667,13.0914,1.29857,0.171143,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,17,0.0666667,12.48,1.36218,0.129428,17,0.0666667,12.0187,1.41446,0.102312,1,0.00392157,13.558,0.0737574,0.999999,237,0.929412,186.931,1.26785,0.000239311,0,0,5.6849,0,0.996603
BRCA2,78,6582,6667,258,13,0.0503876,13.2454,0.981474,0.5636,21,0.0813953,44.2453,0.474627,0.999963,10,0.0387597,6.53858,1.52938,0.125951,13,0.0503876,12.6268,1.02956,0.49534,13,0.0503876,12.1601,1.06907,0.442343,0,0,13.7175,0,0.999999,224,0.868217,189.131,1.18437,0.00733441,9,0.0348837,5.75178,1.56473,0.12822
BRCA2,79,6668,6752,255,7,0.027451,13.0914,0.534704,0.975464,0,0,43.7308,0,1,0,0,6.46255,0,0.998439,7,0.027451,12.48,0.560899,0.965035,7,0.027451,12.0187,0.582424,0.954653,0,0,13.558,0,0.999999,248,0.972549,186.931,1.32669,1.16897e-05,0,0,5.6849,0,0.996603
BRCA2,80,6753,6838,255,18,0.0705882,13.0914,1.37495,0.114628,5,0.0196078,43.7308,0.114336,1,4,0.0156863,6.46255,0.61895,0.885547,18,0.0705882,12.48,1.44231,0.0832346,18,0.0705882,12.0187,1.49766,0.0636873,0,0,13.558,0,0.999999,232,0.909804,186.931,1.2411,0.000806916,4,0.0156863,5.6849,0.703618,0.818387
BRCA2,81,6839,6923,258,21,0.0813953,13.2454,1.58546,0.0296381,35,0.135659,44.2453,0.791044,0.932977,16,0.0620155,6.53858,2.44701,0.0012309,21,0.0813953,12.6268,1.66313,0.0190578,1,0.00387597,12.1601,0.0822359,0.999995,3,0.0116279,13.7175,0.218699,0.99988,201,0.77907,189.131,1.06276,0.203087,11,0.0426357,5.75178,1.91245,0.0331984
BRCA2,82,6924,7008,255,9,0.0352941,13.0914,0.687476,0.904347,9,0.0352941,43.7308,0.205804,1,9,0.0352941,6.46255,1.39264,0.203997,8,0.0313725,12.48,0.641027,0.929465,8,0.0313725,12.0187,0.665627,0.911311,4,0.0156863,13.558,0.29503,0.999325,236,0.92549,186.931,1.2625,0.000307591,9,0.0352941,5.6849,1.58314,0.12199
BRCA2,83,7009,7094,258,12,0.0465116,13.2454,0.905976,0.671257,4,0.0155039,44.2453,0.0904051,1,4,0.0155039,6.53858,0.611753,0.890778,12,0.0465116,12.6268,0.95036,0.607913,12,0.0465116,12.1601,0.986831,0.55659,1,0.00387597,13.7175,0.0728998,0.999999,242,0.937984,189.131,1.27954,0.000125362,4,0.0155039,5.75178,0.695437,0.825234
BRCA2,84,7095,7179,255,17,0.0666667,13.0914,1.29857,0.171143,6,0.0235294,43.7308,0.137203,1,3,0.0117647,6.46255,0.464213,0.955759,17,0.0666667,12.48,1.36218,0.129428,17,0.0666667,12.0187,1.41446,0.102312,0,0,13.558,0,0.999999,232,0.909804,186.931,1.2411,0.000806916,3,0.0117647,5.6849,0.527714,0.922402
BRCA2,85,7180,7265,258,11,0.0426357,13.2454,0.830478,0.768791,4,0.0155039,44.2453,0.0904051,1,3,0.0116279,6.53858,0.458815,0.958173,11,0.0426357,12.6268,0.871164,0.714897,11,0.0426357,12.1601,0.904595,0.669332,3,0.0116279,13.7175,0.218699,0.99988,242,0.937984,189.131,1.27954,0.000125362,3,0.0116279,5.75178,0.521577,0.925995
BRCA2,86,7266,7350,255,10,0.0392157,13.0914,0.763862,0.840138,2,0.00784314,43.7308,0.0457343,1,0,0,6.46255,0,0.998439,10,0.0392157,12.48,0.801284,0.797032,10,0.0392157,12.0187,0.832034,0.759241,0,0,13.558,0,0.999999,242,0.94902,186.931,1.29459,6.43149e-05,0,0,5.6849,0,0.996603
BRCA2,87,7351,7436,258,11,0.0426357,13.2454,0.830478,0.768791,12,0.0465116,44.2453,0.271215,1,9,0.0348837,6.53858,1.37645,0.213031,11,0.0426357,12.6268,0.871164,0.714897,11,0.0426357,12.1601,0.904595,0.669332,1,0.00387597,13.7175,0.0728998,0.999999,234,0.906977,189.131,1.23724,0.00089578,9,0.0348837,5.75178,1.56473,0.12822
BRCA2,88,7437,7521,255,12,0.0470588,13.0914,0.916635,0.656041,221,0.866667,43.7308,5.05364,8.88178e-16,37,0.145098,6.46255,5.72529,3.33067e-16,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,13,0.0509804,13.558,0.958847,0.596725,7,0.027451,186.931,0.0374469,1,34,0.133333,5.6849,5.98075,6.66134e-16
BRCA2,89,7522,7607,258,8,0.0310078,13.2454,0.603984,0.952498,234,0.906977,44.2453,5.2887,1.11022e-16,3,0.0116279,6.53858,0.458815,0.958173,8,0.0310078,12.6268,0.633574,0.934522,8,0.0310078,12.1601,0.657887,0.917261,11,0.0426357,13.7175,0.801898,0.804828,0,0,189.131,0,1,3,0.0116279,5.75178,0.521577,0.925995
BRCA2,90,7608,7692,255,13,0.0509804,13.0914,0.993021,0.546903,231,0.905882,43.7308,5.28231,8.88178e-16,16,0.0627451,6.46255,2.4758,0.00109421,13,0.0509804,12.48,1.04167,0.478756,13,0.0509804,12.0187,1.08164,0.426178,2,0.00784314,13.558,0.147515,0.999981,0,0,186.931,0,1,12,0.0470588,5.6849,2.11085,0.0138788
BRCA2,91,7693,7778,258,17,0.0658915,13.2454,1.28347,0.182638,237,0.918605,44.2453,5.3565,1.11022e-16,32,0.124031,6.53858,4.89403,8.52873e-13,17,0.0658915,12.6268,1.34634,0.138857,17,0.0658915,12.1601,1.39801,0.110217,8,0.0310078,13.7175,0.583198,0.963105,0,0,189.131,0,1,30,0.116279,5.75178,5.21577,9.13714e-13
BRCA2,92,7779,7863,255,14,0.054902,13.0914,1.06941,0.436999,233,0.913725,43.7308,5.32805,8.88178e-16,18,0.0705882,6.46255,2.78528,0.000141149,14,0.054902,12.48,1.1218,0.369985,14,0.054902,12.0187,1.16485,0.320444,8,0.0313725,13.558,0.59006,0.959787,0,0,186.931,0,1,17,0.0666667,5.6849,2.99038,9.3487e-05
BRCA2,93,7864,7949,258,16,0.0620155,13.2454,1.20797,0.258498,233,0.903101,44.2453,5.26609,1.11022e-16,7,0.0271318,6.53858,1.07057,0.479543,15,0.0581395,12.6268,1.18795,0.287383,15,0.0581395,12.1601,1.23354,0.242655,7,0.0271318,13.7175,0.510299,0.983107,0,0,189.131,0,1,7,0.0271318,5.75178,1.21701,0.353897
BRCA2,94,7950,8034,255,23,0.0901961,13.0914,1.75688,0.0082315,217,0.85098,43.7308,4.96217,8.88178e-16,14,0.054902,6.46255,2.16633,0.00677212,15,0.0588235,12.48,1.20193,0.273023,15,0.0588235,12.0187,1.24805,0.229674,12,0.0470588,13.558,0.885089,0.700921,0,0,186.931,0,1,11,0.0431373,5.6849,1.93495,0.0309347
BRCA2,95,8035,8120,258,7,0.0271318,13.2454,0.528486,0.977595,241,0.934109,44.2453,5.4469,1.11022e-16,1,0.00387597,6.53858,0.152938,0.998553,7,0.0271318,12.6268,0.554377,0.967855,7,0.0271318,12.1601,0.575651,0.958098,8,0.0310078,13.7175,0.583198,0.963105,0,0,189.131,0,1,1,0.00387597,5.75178,0.173859,0.996823
BRCA2,96,8121,8205,255,13,0.0509804,13.0914,0.993021,0.546903,232,0.909804,43.7308,5.30518,8.88178e-16,1,0.00392157,6.46255,0.154738,0.998439,11,0.0431373,12.48,0.881413,0.701005,11,0.0431373,12.0187,0.915237,0.654732,5,0.0196078,13.558,0.368787,0.997503,0,0,186.931,0,1,1,0.00392157,5.6849,0.175905,0.996603
BRCA2,97,8206,8291,258,10,0.0387597,13.2454,0.75498,0.849791,235,0.910853,44.2453,5.3113,1.11022e-16,1,0.00387597,6.53858,0.152938,0.998553,10,0.0387597,12.6268,0.791967,0.808099,10,0.0387597,12.1601,0.822359,0.771318,7,0.0271318,13.7175,0.510299,0.983107,0,0,189.131,0,1,1,0.00387597,5.75178,0.173859,0.996823
BRCA2,98,8292,8376,255,12,0.0470588,13.0914,0.916635,0.656041,228,0.894118,43.7308,5.21371,8.88178e-16,10,0.0392157,6.46255,1.54738,0.119426,12,0.0470588,12.48,0.961541,0.592059,12,0.0470588,12.0187,0.998441,0.540544,12,0.0470588,13.558,0.885089,0.700921,0,0,186.931,0,1,9,0.0352941,5.6849,1.58314,0.12199
BRCA2,99,8377,8462,258,9,0.0348837,13.2454,0.679482,0.910945,234,0.906977,44.2453,5.2887,1.11022e-16,20,0.0775194,6.53858,3.05877,1.74663e-05,9,0.0348837,12.6268,0.71277,0.881911,9,0.0348837,12.1601,0.740123,0.855187,11,0.0426357,13.7175,0.801898,0.804828,0,0,189.131,0,1,18,0.0697674,5.75178,3.12946,3.34971e-05
BRCA2,100,8463,8547,255,25,0.0980392,13.0914,1.90966,0.0021821,220,0.862745,43.7308,5.03078,8.88178e-16,8,0.0313725,6.46255,1.2379,0.321774,23,0.0901961,12.48,1.84295,0.00481707,23,0.0901961,12.0187,1.91368,0.00310437,7,0.027451,13.558,0.516302,0.981404,0,0,186.931,0,1,7,0.027451,5.6849,1.23133,0.343228
BRCA2,101,8548,8632,255,19,0.0745098,13.0914,1.45134,0.0735243,225,0.882353,43.7308,5.14511,8.88178e-16,6,0.0235294,6.46255,0.928426,0.625492,19,0.0745098,12.48,1.52244,0.0512073,19,0.0745098,12.0187,1.58086,0.0378975,6,0.0235294,13.558,0.442545,0.992564,0,0,186.931,0,1,5,0.0196078,5.6849,0.879523,0.670558
